event id	time of event (UTC)	dead time	decay time (ns)	1st chA height	1st chA position	1st chA integral	1st chB height	1st chB position	1st chB integral	1st chC height	1st chC position	1st chC integral	1st chD height	1st chD position	1st chD integral	2nd chA height	2nd chA position	2nd chA integral	2nd chB height	2nd chB position	2nd chB integral	2nd chC height	2nd chC position	2nd chC integral	2nd chD height	2nd chD position	2nd chD integral
191	1678811888389092.5	9.9363964262301e-05	1012	391.97833	508	12919.339	453.89392	510	14327.596	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	91.56619	762	2622.8364	0.0	0	0.0	0.0	0	0.0
193	1678811889794641.0	0.00020987750167265215	1536	419.96802	508	14003.649	601.20874	508	19479.627	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	242.87956	892	7802.5703	0.0	0	0.0	0.0	0	0.0
194	1678811891011846.8	0.00018178042961297222	400	295.98303	508	10251.377	985.7437	510	46623.87	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	207.04662	609	8217.629	0.0	0	0.0	0.0	0	0.0
195	1678811891162982.2	0.0017048752176436449	5002	395.97687	510	13959.277	294.62967	511	9063.898	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	75.64899	1761	1900.7627	0.0	0	0.0	0.0	0	0.0
196	1678811892050071.8	0.00024324380259139314	526	367.97183	509	12707.239	497.67776	508	16041.355	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	202.03308	640	6224.197	0.0	0	0.0
197	1678811892813392.8	0.0003516750946883631	1872	479.96124	510	16927.523	426.0273	512	13690.062	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	847.7178	979	26346.354	0.0	0	0.0
199	1678811895147194.0	0.0001776736531549806	9584	375.96887	510	12643.317	433.99362	510	14428.92	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	59.71643	2906	1708.7043	0.0	0	0.0	0.0	0	0.0
200	1678811897313056.2	0.00013198210371107477	408	299.98154	507	9699.551	378.24496	507	11883.335	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	51.750122	609	1850.7375	0.0	0	0.0	0.0	0	0.0
203	1678811898926665.0	0.0002369832763238353	494	507.9509	510	17303.322	985.7437	516	55194.848	0.0	0	0.0	0.0	0	0.0	635.9498	637	20426.916	131.39764	636	5296.7705	0.0	0	0.0	0.0	0	0.0
205	1678811910290402.5	2.1079967095986686e-05	1362	243.98683	508	7811.229	226.94696	509	7076.5234	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	59.71643	849	1621.6038	0.0	0	0.0	0.0	0	0.0
208	1678811913172013.5	0.0010755135128499786	4654	319.97418	510	11675.375	489.7115	509	15635.705	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	79.63211	1673	2611.3027	0.0	0	0.0	0.0	0	0.0
209	1678811913564800.2	0.0003254700339861153	254	383.9813	508	12803.382	537.49384	509	17934.797	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	281.25	572	9431.146	0.0	0	0.0
210	1678811914599894.0	0.00012691431003760903	1136	491.95682	509	16747.475	430.01047	509	13302.937	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	226.94696	793	7088.088	0.0	0	0.0	0.0	0	0.0
211	1678811915175902.8	0.0002367573187813124	1556	627.9374	509	21274.793	625.0923	509	20353.773	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	509.62723	898	17401.348	0.0	0	0.0	0.0	0	0.0
216	1678811922289301.8	0.0006935143242687374	4192	375.96887	509	12123.247	633.05853	509	19894.1	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	163.24744	1557	5449.439	0.0	0	0.0	0.0	0	0.0
217	1678811922482359.8	0.0006915706186222679	588	167.98413	507	5590.9844	203.0635	509	6476.675	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	115.46506	655	3743.9023	0.0	0	0.0	0.0	0	0.0
218	1678811922822300.8	0.0006338655279524881	9824	227.99274	508	7515.153	302.59595	508	9169.585	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	71.3121	2964	1731.4309	0.0	0	0.0
219	1678811923732783.0	0.0002382919442920569	286	387.97983	509	12551.204	629.07544	510	22754.734	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	51.765503	581	3188.6128	0.0	0	0.0	0.0	0	0.0
223	1678811942114279.5	2.346164263761236e-05	824	375.96887	509	12291.487	449.9108	509	14793.435	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	63.699554	715	1952.5283	0.0	0	0.0	0.0	0	0.0
224	1678811946388537.5	5.868040814566619e-05	3130	235.98979	509	7775.5757	266.76303	508	8308.245	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	55.733246	1291	1430.9873	0.0	0	0.0	0.0	0	0.0
225	1678811948386629.5	0.00014831533821624496	4078	251.98389	508	8931.549	187.13092	507	5800.6846	0.0	0	0.0	0.0	0	0.0	259.98096	1527	9863.404	163.24744	1527	5263.5913	0.0	0	0.0	0.0	0	0.0
232	1678811969611871.5	0.005091968283078915	664	751.93774	510	25546.873	728.6079	510	23469.97	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	625.0923	676	20283.828	0.0	0	0.0	0.0	0	0.0
233	1678811970065807.8	0.00047061369391306355	292	499.95386	509	16995.74	732.59106	511	29797.826	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	171.2137	583	6904.925	0.0	0	0.0	0.0	0	0.0
234	1678811970084019.0	0.01400062689374151	272	347.9792	510	12611.67	302.59595	510	16192.592	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	179.16461	578	6792.565	0.0	0	0.0	0.0	0	0.0
235	1678811970710768.2	0.00043060981501276234	346	423.96652	508	13707.619	871.95496	509	33406.434	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	135.36539	595	5553.3447	0.0	0	0.0	0.0	0	0.0
236	1678811976689250.2	4.406683179698279e-05	11304	395.97687	508	13779.538	234.91327	508	7261.509	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	51.750122	3334	1291.1461	0.0	0	0.0	0.0	0	0.0
238	1678811980964057.5	0.0002996322949929883	1328	443.97452	510	15239.275	378.24496	510	11937.271	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	314.5454	842	9962.816	0.0	0	0.0	0.0	0	0.0
241	1678811989477631.0	4.6309906762560586e-05	2274	387.97983	509	12775.245	187.13092	508	6001.9565	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	305.02582	1077	10363.497	0.0	0	0.0
246	1678811997244803.0	0.00018408015148303926	1556	339.98218	509	11243.334	804.2569	509	26060.576	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	346.3952	898	11044.076	0.0	0	0.0	0.0	0	0.0
249	1678812017912466.0	0.0002665835805192791	167	215.98178	508	7503.1343	214.99756	509	11610.921	134.68872	508	4803.892	103.36182	508	4269.028	0.0	0	0.0	127.41449	551	6334.226	281.26538	550	14026.378	234.55956	549	12808.26
250	1678812018320204.8	0.0005554990310927426	726	495.95532	510	17672.363	629.07544	509	20451.945	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	445.92767	691	14997.791	0.0	0	0.0	0.0	0	0.0
252	1678812025761202.0	0.000564564206872369	626	979.96124	512	40870.742	226.94696	511	7531.819	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	35.648376	668	769.8733	0.0	0	0.0
254	1678812028200108.2	0.001893330854919872	3290	311.9771	509	10199.218	437.97675	508	13713.976	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	314.5454	1331	10148.639	0.0	0	0.0	0.0	0	0.0
256	1678812032499685.0	6.021934184523823e-05	1826	307.97858	510	10867.318	469.8265	509	15307.958	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	59.424194	966	1448.8269	0.0	0	0.0
260	1678812037987209.0	0.0002051157427951429	852	311.9771	509	9983.368	732.59106	509	23615.51	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	985.7437	722	45442.99	0.0	0	0.0	0.0	0	0.0
263	1678812041716648.5	0.000616614215147819	2178	267.97797	508	8523.15	370.2787	509	12605.747	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	234.91327	1053	7530.0327	0.0	0	0.0	0.0	0	0.0
264	1678812042419390.8	0.00018594329747364814	2814	563.9456	508	18879.545	597.22565	509	18873.496	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	142.60886	1212	4578.305	0.0	0	0.0
265	1678812042798561.8	0.0003489762733861262	3652	327.97122	509	11399.346	461.86023	509	14871.29	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	175.18146	1422	5294.979	0.0	0	0.0	0.0	0	0.0
267	1678812053940462.0	3.461939193985529e-05	11090	267.97797	510	9315.477	218.98068	509	7292.953	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	67.34436	3282	1780.9751	0.0	0	0.0
269	1678812056973952.8	0.00020928793430722914	2082	483.95978	509	15995.692	804.2569	510	25967.281	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	51.750122	1030	1395.524	0.0	0	0.0	0.0	0	0.0
270	1678812057828690.2	0.00017658145007682548	7834	231.99126	508	7227.206	334.44574	509	10753.815	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	51.750122	2467	1397.7773	0.0	0	0.0	0.0	0	0.0
271	1678812062302831.0	3.868698916588453e-05	14878	455.9701	509	14991.677	226.94698	510	7806.081	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	75.26453	4229	3145.9092	0.0	0	0.0
272	1678812063570045.8	0.00018211454553390417	1104	559.9471	509	19423.133	981.7606	511	35353.055	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	981.7606	786	33665.14	0.0	0	0.0	0.0	0	0.0
273	1678812065750360.8	6.145778074641459e-05	4156	275.97504	509	9423.305	294.62967	509	9504.036	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	75.64899	1548	2402.9268	0.0	0	0.0	0.0	0	0.0
278	1678812080696582.2	5.271800167884183e-05	384	363.97333	509	12299.204	565.37585	509	18774.389	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	808.24005	605	44738.55	0.0	0	0.0	0.0	0	0.0
280	1678812084072998.8	0.00010577974985872837	2646	263.97946	509	8507.227	394.17752	508	12020.014	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	83.18466	1170	2586.6184	0.0	0	0.0
282	1678812084892661.0	0.00030832530470753424	12084	375.96887	509	12491.203	234.91327	509	7039.382	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	55.45645	3530	1537.9873	0.0	0	0.0
283	1678812086825364.0	0.00012434601152766476	212	415.96948	509	14739.337	473.8097	509	21950.795	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	159.26427	562	9076.694	0.0	0	0.0	0.0	0	0.0
284	1678812086844005.8	0.012412663476057635	6482	219.98032	509	7923.281	274.72934	508	8535.177	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	59.424194	2129	1769.7872	0.0	0	0.0
285	1678812088434404.8	0.00014211630060475882	3410	207.98474	508	6255.1323	262.7799	509	8175.0405	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	83.615265	1361	2256.0327	0.0	0	0.0	0.0	0	0.0
287	1678812090834003.2	9.824487278160667e-05	1986	451.9716	511	16523.953	852.03925	510	27272.812	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	981.7606	1007	63008.758	0.0	0	0.0	0.0	0	0.0
292	1678812105108208.5	0.00012354361193549579	108	363.9733	509	14751.883	505.64407	509	24791.303	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	183.16315	536	14519.608	0.0	0	0.0	0.0	0	0.0
293	1678812106224830.8	0.00021821981739143619	13604	459.96863	508	15939.783	222.96384	508	7015.96	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	175.18146	3909	5121.1113	0.0	0	0.0	0.0	0	0.0
295	1678812115046889.5	2.2624231974907506e-05	9308	595.9492	509	18427.1	326.4948	509	10435.363	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	270.74615	2836	8664.809	0.0	0	0.0	0.0	0	0.0
297	1678812116703332.8	0.0028581193871637252	6434	383.98132	510	13135.297	517.5935	511	17345.06	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	51.750122	2119	1825.1907	0.0	0	0.0	0.0	0	0.0
299	1678812121714912.5	0.00010720474906867146	3730	427.96506	510	14955.683	975.4706	519	39792.105	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	99.5325	1447	3211.67	0.0	0	0.0	0.0	0	0.0
300	1678812129819251.0	2.0210826872291874e-05	2932	595.9492	511	20839.242	254.81361	511	8563.022	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	110.91287	1244	3227.1062	0.0	0	0.0
301	1678812130820677.0	0.00023782265857164996	1812	299.98157	509	9207.269	286.67877	508	9672.637	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	289.18552	961	9301.095	210.70682	962	6548.071
302	1678812131665184.8	0.0002650999700739118	12488	227.99274	508	8219.72	171.19833	510	5551.1787	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	51.750122	3631	1381.3982	0.0	0	0.0	0.0	0	0.0
305	1678812141550229.8	3.562756852146103e-05	994	343.9807	510	11859.198	505.64407	509	16451.09	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	358.3446	758	11656.414	0.0	0	0.0	0.0	0	0.0
308	1678812152907576.8	2.906800030123355e-05	5834	663.93945	510	22635.148	981.7606	513	41732.316	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	246.84732	1970	8631.29	0.0	0	0.0	0.0	0	0.0
311	1678812159772845.0	0.0001525298299268338	10656	391.97833	509	13387.498	453.89395	509	14796.539	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	79.63211	3173	2028.208	0.0	0	0.0	0.0	0	0.0
313	1678812167624510.2	0.00024641508743466036	3472	263.97943	508	8715.769	207.04663	510	6752.313	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	126.768555	1377	4148.315	0.0	0	0.0
316	1678812178119438.8	0.000381554955148215	3388	279.98895	508	9039.339	214.99756	508	6175.809	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	99.040344	1355	2908.231	0.0	0	0.0
317	1678812182039039.2	3.777439585754174e-05	13464	275.99042	508	8907.232	226.94698	508	6975.6978	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	67.34436	3874	1872.0953	0.0	0	0.0
318	1678812183129840.2	0.00023188195481951672	2804	463.96716	509	15179.468	589.25934	509	19038.992	0.0	0	0.0	0.0	0	0.0	491.95682	1210	16027.184	99.5325	1210	3089.106	0.0	0	0.0	0.0	0	0.0
319	1678812185138317.8	0.00011479014651828546	7678	211.98328	508	6927.147	191.11404	509	5888.283	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	63.376587	2428	1446.8037	0.0	0	0.0
320	1678812191546239.0	3.62766684207211e-05	568	551.9501	510	18435.469	410.09473	509	13306.52	0.0	0	0.0	0.0	0	0.0	107.990875	652	3578.7168	207.03125	651	6865.109	0.0	0	0.0	0.0	0	0.0
323	1678812204136573.8	5.660218098521138e-05	4268	375.96887	509	12191.385	410.09473	509	13049.052	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	114.880646	1576	3659.0564	0.0	0	0.0
324	1678812209607427.8	4.153155836256013e-05	906	343.98068	509	11851.588	306.5791	510	9827.918	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	981.7606	736	32757.807	0.0	0	0.0	0.0	0	0.0
325	1678812212100935.0	8.634145991647921e-05	3468	307.9786	508	10255.243	302.59598	509	9813.33	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	146.57663	1377	4693.792	147.09955	1374	4900.2324
326	1678812220197345.5	3.0330750056479978e-05	4545	267.97797	508	8339.126	191.11404	509	6397.8896	130.72095	509	3876.8838	127.21457	509	4390.4595	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	99.39407	1645	2915.0996
329	1678812222782583.0	0.002124138445042576	352	451.9716	509	15667.372	477.79282	509	27043.48	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	338.4289	597	11877.099	0.0	0	0.0	0.0	0	0.0
331	1678812225874285.5	7.5865094444925e-05	234	631.9359	510	21607.174	812.22314	509	47196.19	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	573.34216	568	23520.822	0.0	0	0.0	0.0	0	0.0
333	1678812232483131.0	4.77292561855111e-05	7536	335.98364	508	10939.276	207.04663	509	6482.927	0.0	0	0.0	0.0	0	0.0	43.999146	2393	1117.8014	985.7437	2392	34211.867	0.0	0	0.0	0.0	0	0.0
334	1678812234328071.8	0.00012225046302685944	1494	435.97748	510	14691.285	430.01047	509	14409.461	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	246.84732	883	7924.6875	0.0	0	0.0	0.0	0	0.0
335	1678812239452237.0	3.056950428128932e-05	184	263.97943	508	8967.233	254.81361	508	7662.76	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	51.50406	554	1372.8623	0.0	0	0.0
337	1678812245720793.5	0.0068787488426391855	6264	491.95682	509	16907.695	760.45764	509	24274.227	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	728.6079	2075	24098.205	0.0	0	0.0	0.0	0	0.0
340	1678812250981341.5	0.0063445107249863195	1746	431.9636	510	14887.298	230.9301	511	7184.551	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	179.16461	947	5626.7866	0.0	0	0.0	0.0	0	0.0
341	1678812251047510.2	0.0043916058722867695	6484	243.98683	508	8303.294	171.21368	508	5086.6543	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	142.60886	2129	4409.711	0.0	0	0.0
342	1678812253227636.8	0.00011286175637827498	880	343.98068	508	10951.248	254.81361	509	8386.964	0.0	0	0.0	0.0	0	0.0	72.00418	729	2026.1387	298.6128	728	9378.397	0.0	0	0.0	0.0	0	0.0
343	1678812253505046.8	0.0008525977156913218	2452	551.9501	510	18951.3	565.3605	510	18022.8	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	87.59842	1123	2412.2532	0.0	0	0.0	0.0	0	0.0
344	1678812260705084.5	3.380887284562395e-05	1382	427.96506	509	13763.358	981.7606	510	35509.7	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	927.68823	855	30152.305	0.0	0	0.0	0.0	0	0.0
345	1678812261009439.2	0.0008076348519114155	168	195.98917	507	6487.1313	449.9108	508	14143.581	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	51.50406	549	1570.3372	83.49225	550	2664.501
347	1678812267824973.0	6.31509338895427e-05	1232	427.96506	509	14183.194	780.3734	509	24530.396	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	981.7606	817	38033.4	0.0	0	0.0	0.0	0	0.0
348	1678812268627517.0	0.00032588385226202604	3320	451.9716	510	15243.258	394.17755	510	12890.234	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	981.7606	1340	35152.016	0.0	0	0.0	0.0	0	0.0
349	1678812269859780.8	0.00019212961261020364	608	407.97244	509	13791.426	461.86023	509	15660.051	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	158.44919	660	4712.729	214.67459	662	7613.8896
351	1678812273548024.8	0.00013423597715376374	9308	355.97626	509	11655.529	230.9301	509	6886.2876	110.91287	509	3430.4934	159.01822	509	5338.311	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	55.656372	2836	2087.3042
352	1678812278791933.8	4.3874571103334525e-05	3460	579.9397	509	19255.018	549.4433	509	17780.846	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	119.44818	1374	3428.4639	0.0	0	0.0	0.0	0	0.0
354	1678812281289992.0	0.0007632238575743942	2102	583.9536	509	19803.13	879.9059	508	28730.03	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	230.93013	1034	7453.937	0.0	0	0.0	0.0	0	0.0
357	1678812284663594.5	0.0013426757109824166	6520	247.98535	508	8671.802	366.29553	509	12463.745	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	372.37018	2139	12437.309	206.7237	2138	6814.2354
358	1678812286957184.5	9.740131827538752e-05	2168	447.97305	510	14855.418	569.3436	510	19218.152	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	55.733276	1052	1595.0356	0.0	0	0.0	0.0	0	0.0
359	1678812289694010.0	8.363026432913109e-05	3752	515.948	509	16955.104	875.9227	509	28197.35	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	378.24496	1447	13336.173	0.0	0	0.0	0.0	0	0.0
360	1678812291878692.8	0.00010694905874460794	122	255.9824	508	8683.223	613.1428	509	29012.098	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	167.23056	539	16369.733	0.0	0	0.0	0.0	0	0.0
361	1678812296550090.2	5.8897269585868496e-05	5880	303.98007	508	9943.336	258.79675	508	8088.828	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	221.84116	1978	6958.574	0.0	0	0.0
362	1678812297260198.8	0.0004273920356686016	3242	187.99213	507	6631.698	203.06348	508	6060.8213	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	171.19833	1318	4947.275	0.0	0	0.0	0.0	0	0.0
366	1678812316710232.0	2.3486078060034827e-05	204	431.97894	509	15719.585	589.25934	509	19200.895	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	554.57983	560	17703.941	0.0	0	0.0
367	1678812322639667.2	3.6108310617198386e-05	430	311.9771	507	10375.772	398.16068	508	12560.624	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	408.01855	615	13639.61	0.0	0	0.0
369	1678812324872562.2	0.00011710888035860765	4120	483.95978	509	17319.426	784.35657	509	26024.8	0.0	0	0.0	0.0	0	0.0	235.98979	1538	6967.1084	262.7799	1540	8296.311	0.0	0	0.0	0.0	0	0.0
370	1678812326283355.0	0.00015665896947803326	732	255.9824	509	8559.3	306.5791	509	10036.289	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	71.66586	692	1825.083	0.0	0	0.0	0.0	0	0.0
371	1678812333846234.0	1.7559544272765484e-05	918	287.98596	509	9863.396	191.11404	508	6217.416	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	229.7613	738	7420.603	0.0	0	0.0
372	1678812335364685.5	0.0001494681242739531	1476	451.9716	509	14855.193	278.71246	509	9335.553	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	443.6823	878	14583.131	314.06866	878	11105.255
373	1678812336752519.2	0.00015719070152578056	312	427.96506	509	14015.513	760.473	509	25584.46	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	981.7606	587	62377.72	0.0	0	0.0	0.0	0	0.0
376	1678812341192723.8	0.0002147283255657582	2102	379.9828	509	13115.522	199.08035	508	6696.549	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	298.6128	1034	10193.352	0.0	0	0.0	0.0	0	0.0
377	1678812341770992.5	0.00040942932643721856	1508	507.9509	510	16883.324	981.7606	510	35443.676	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	111.48193	887	3173.142	0.0	0	0.0	0.0	0	0.0
378	1678812344158576.5	0.00010744590108865864	13718	707.9386	510	23247.123	541.477	509	16949.154	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	190.14517	3939	6047.2935	0.0	0	0.0
379	1678812345299422.2	0.00022612051387454156	1090	403.9739	508	14167.682	282.69562	509	9432.843	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	294.6297	781	9873.925	0.0	0	0.0	0.0	0	0.0
381	1678812355088375.2	0.00017458562207771914	450	443.97452	510	15531.4375	278.71246	510	9126.238	0.0	0	0.0	0.0	0	0.0	51.996185	623	1878.1932	318.52856	622	9921.681	0.0	0	0.0	0.0	0	0.0
382	1678812355117336.2	0.008764522132673057	1936	519.9465	509	17523.156	437.97675	509	14820.465	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	95.54932	993	2823.6877	0.0	0	0.0	0.0	0	0.0
383	1678812358503678.5	6.850543805038452e-05	478	483.95978	509	16703.242	314.5454	510	10482.699	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	430.01044	629	13693.619	0.0	0	0.0	0.0	0	0.0
384	1678812360013635.2	0.0001850502454047303	12132	291.9845	508	9287.378	346.3952	508	11190.509	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	245.60161	3541	7680.706	0.0	0	0.0
385	1678812362577004.2	8.687316685061332e-05	1378	483.95978	509	15891.886	378.24496	510	12142.085	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	521.57666	854	15701.597	0.0	0	0.0	0.0	0	0.0
387	1678812366348989.8	0.00011752055554148124	464	503.9524	509	16331.057	461.87564	509	14997.889	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	533.51074	625	33341.953	0.0	0	0.0	0.0	0	0.0
388	1678812372721014.8	4.0409658147761956e-05	3898	319.97418	510	10907.466	605.1766	509	18827.1	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	51.750122	1484	1298.6503	0.0	0	0.0	0.0	0	0.0
390	1678812375804210.5	0.00019872394738467984	2428	203.9862	509	6811.0967	262.7799	509	8561.683	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	225.79355	1116	7342.7246	0.0	0	0.0
392	1678812380216255.0	0.00012548656706321026	368	455.9701	509	15839.347	270.7616	509	8863.047	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	350.37833	601	20078.312	0.0	0	0.0	0.0	0	0.0
393	1678812380249816.5	0.007715622182946132	8358	255.9824	508	8759.868	286.6634	509	9524.414	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	67.34436	2598	1935.4873	0.0	0	0.0
395	1678812391177435.2	2.7601610361303768e-05	3116	459.96863	509	15367.274	700.7413	509	22905.025	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	103.515625	1288	2981.597	0.0	0	0.0	0.0	0	0.0
397	1678812407728207.2	1.1660383744969403e-05	3692	215.98178	508	7491.2397	354.36145	510	11766.52	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	186.19278	1432	5751.5415	0.0	0	0.0
398	1678812409187487.0	0.00019146850955651678	1084	251.98389	508	8171.118	246.84732	508	8526.82	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	63.376587	779	1587.468	0.0	0	0.0
399	1678812411290210.8	0.00010477128903836058	2572	307.97858	508	10555.52	214.99756	508	6873.973	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	71.66583	1151	1888.7979	0.0	0	0.0	0.0	0	0.0
401	1678812417499783.2	0.0002991178324848102	2016	395.97687	509	12895.293	382.22812	509	13006.598	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	473.80966	1013	14957.596	0.0	0	0.0	0.0	0	0.0
402	1678812418214973.2	0.0002273926070062263	6770	459.96863	509	15423.292	716.6738	510	23404.049	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	306.5791	2202	10102.211	0.0	0	0.0	0.0	0	0.0
