counter	timestamp	deadtime	chA_height	chA_position	chA_integral	chB_height	chB_position	chB_integral	chC_height	chC_position	chC_integral	chD_height	chD_position	chD_integral
169	1679327163776300.0	0.010001066780456582	309.1836	100	6.5036176e-08	471.0916	100	9.8472405e-08	243.43387	100	5.301597534179688e-08	409.4817	100	8.5281634e-08
170	1679327163814333.2	0.0060741447252829995	453.19012	100	9.517336e-08	172.27844	100	3.6805936e-08	550.38055	100	1.1446428076171875e-07	379.11533	100	8.309655e-08
171	1679327163846040.8	0.007316009504045234	316.6721	100	6.988755e-08	286.07187	100	5.6923476e-08	412.34332	100	8.99409521484375e-08	289.94678	100	6.381262e-08
172	1679327163901533.0	0.004137611013005762	222.04425	100	4.6213398e-08	465.9361	100	9.731997e-08	0.0	0	0.0	378.71915	100	8.2559666e-08
173	1679327163916575.2	0.015357793802995482	475.9155	100	1.0394641e-07	496.14514	100	1.0470507e-07	0.0	0	0.0	0.0	0	0.0
174	1679327163963489.2	0.004899195495179578	368.49414	100	8.030611e-08	219.27338	100	4.7442434e-08	234.73201	100	4.919445971679689e-08	482.23477	100	1.0098219e-07
175	1679327164023667.8	0.0027327389262596776	445.68073	100	9.2588735e-08	288.7549	100	5.9560413e-08	234.75517	100	5.151861938476563e-08	468.7271	100	9.886814e-08
176	1679327164047273.0	0.009729076442743479	211.17438	100	4.5724928e-08	392.94284	100	8.28058e-08	239.07501	100	5.1543894287109375e-08	215.9454	100	4.687067e-08
177	1679327164072632.5	0.00910039579200707	395.42303	100	8.368291e-08	399.0814	100	8.3066894e-08	479.28986	100	1.0100433862304687e-07	266.71884	100	5.5163607e-08
178	1679327164243396.8	0.001284582496725711	502.0744	100	1.05237895e-07	378.08923	100	7.8815376e-08	181.57281	100	3.935719287109375e-08	286.62494	100	6.226091e-08
179	1679327164260922.2	0.012905068196962074	321.51453	100	6.653575e-08	255.55441	100	5.075624e-08	425.50516	100	8.975911083984376e-08	93.67239	100	2.0596648e-08
180	1679327164277142.2	0.014079746035478609	532.137	100	1.1123819e-07	221.30392	100	4.608901e-08	387.4083	100	8.146592041015626e-08	564.87085	100	1.17611414e-07
181	1679327164284453.5	0.016070777693097848	543.9396	100	1.1352779e-07	198.7898	100	4.2514028e-08	505.10477	100	1.0531645092773439e-07	393.81424	100	8.24641e-08
182	1679327164299407.8	0.01454896621600228	387.89325	100	8.044039e-08	192.96567	100	3.835674e-08	342.10617	100	7.140589013671876e-08	379.87128	100	7.976144e-08
183	1679327164403997.5	0.0021904282161799935	288.54675	100	6.067964e-08	349.5232	100	7.650989e-08	357.80997	100	7.425703857421876e-08	861.54626	100	1.8088504e-07
184	1679327164501610.5	0.0023277399184191885	184.70007	100	4.1001957e-08	421.4114	100	9.2442164e-08	188.026	100	4.1391303222656246e-08	438.78986	100	9.137462e-08
185	1679327164509838.5	0.014830695133769934	336.43958	100	7.006956e-08	291.45074	100	6.131638e-08	125.88968	100	2.8690205078125002e-08	200.1612	100	4.1826304e-08
186	1679327164510426.0	0.200734394124847	278.0853	100	6.089279e-08	513.30084	100	1.0708806e-07	169.9165	100	3.6599425292968754e-08	556.7566	100	1.1646517e-07
187	1679327164534736.2	0.00498141774286863	220.45898	100	4.8361766e-08	215.56824	100	4.5375387e-08	276.63583	100	5.711443481445313e-08	290.33698	100	5.8218994e-08
188	1679327164536402.5	0.06866829478523201	313.1292	100	6.5016934e-08	513.962	100	1.0861113e-07	206.0445	100	4.38029267578125e-08	465.2166	100	9.8263264e-08
189	1679327164539369.2	0.01377319587628866	410.96246	100	8.6928125e-08	366.09128	100	7.632212e-08	0.0	0	0.0	0.0	0	0.0
190	1679327164635616.2	0.0023831537727499715	331.0603	100	7.2637974e-08	407.3441	100	8.5899366e-08	168.30725	100	3.6892203125e-08	207.93253	100	4.3872802e-08
192	1679327164717655.0	0.003482570770423258	378.88126	100	8.001259e-08	427.7804	100	8.903747e-08	259.2659	100	5.612660888671875e-08	369.02444	100	7.7079164e-08
193	1679327164731633.2	0.016423917863355734	279.40524	100	6.136221e-08	481.3116	100	1.05044926e-07	310.06628	100	6.485567114257814e-08	291.9385	100	6.094342e-08
194	1679327164801198.0	0.003252617688893459	432.5849	100	9.127213e-08	356.03082	100	7.4890615e-08	325.45435	100	6.826252172851564e-08	239.36133	100	4.9519034e-08
195	1679327164815947.0	0.015659087603626314	458.1676	100	9.608618e-08	357.84033	100	7.445313e-08	487.6834	100	1.0124656909179688e-07	218.25894	100	4.531791e-08
196	1679327164873229.8	0.003995804405374357	632.23114	100	1.3275441e-07	210.03607	100	4.3314504e-08	359.60187	100	7.556798803710938e-08	498.1124	100	1.04492926e-07
197	1679327164891397.8	0.008669987087253275	254.32562	100	5.566296e-08	302.79617	100	6.32511e-08	392.14142	100	8.227530004882813e-08	422.13922	100	8.921542e-08
198	1679327164896621.0	0.023714325106852337	433.9902	100	9.16172e-08	0.0	0	0.0	113.99643	100	2.564170654296875e-08	269.2625	100	5.6340994e-08
199	1679327164904122.0	0.015619035500699834	417.38596	100	9.1073765e-08	150.4769	100	3.1785234e-08	0.0	0	0.0	0.0	0	0.0
200	1679327164910406.2	0.01769844284086593	239.70155	100	5.0147207e-08	723.14624	100	1.510247e-07	349.93686	100	7.294608105468749e-08	136.09286	100	2.8110417e-08
201	1679327164915728.5	0.021748858856171126	382.4332	100	8.010905e-08	491.91672	100	1.0351371e-07	299.3367	100	6.464421704101562e-08	564.7699	100	1.17547785e-07
202	1679327164937237.0	0.007312513137079198	386.95795	100	8.106913e-08	230.6619	100	4.9584113e-08	0.0	0	0.0	163.27637	100	3.443494e-08
203	1679327164967716.0	0.007514631291455326	320.6159	100	6.701832e-08	571.2858	100	1.1909279e-07	361.82068	100	7.8360798828125e-08	422.18607	100	8.9045884e-08
204	1679327165078586.0	0.0020429668179178942	495.53653	100	1.028922e-07	328.81067	100	6.8770674e-08	293.67584	100	6.129741796875001e-08	280.6171	100	6.052207e-08
205	1679327165095769.0	0.012510587483858426	558.35724	100	1.1630017e-07	616.73114	100	1.2924251e-07	113.5296	101	2.592167578125e-08	532.3947	100	1.1202772e-07
206	1679327165152756.0	0.004044518986653506	245.27908	100	5.1717294e-08	625.8197	100	1.313581e-07	483.297	100	1.0107985522460937e-07	0.0	0	0.0
207	1679327165179034.5	0.008944284185126725	380.38287	100	8.0640184e-08	340.99936	100	7.3993384e-08	0.0	0	0.0	266.1448	100	5.584058e-08
208	1679327165228347.0	0.004829726750594651	301.60294	100	6.256947e-08	272.58017	100	5.913679e-08	435.61398	100	9.056043432617188e-08	393.7347	100	8.179475e-08
209	1679327165298739.2	0.003238405593363301	180.43881	100	3.775409e-08	445.43756	100	9.313106e-08	620.71985	100	1.3087620898437503e-07	248.9008	100	5.1530993e-08
210	1679327165299939.5	0.1054833737062321	319.64395	100	6.6652134e-08	217.67694	100	4.6185992e-08	298.52545	100	5.928993969726563e-08	273.09293	100	6.014452e-08
211	1679327165302897.8	0.03409735158338058	228.59744	100	4.5660688e-08	378.1527	100	8.247254e-08	340.26184	100	7.16906494140625e-08	674.8376	100	1.4185314e-07
212	1679327165310837.0	0.014742456476792617	484.11444	100	1.0168588e-07	304.87952	100	6.435746e-08	359.88187	100	7.178359008789062e-08	332.75195	100	6.639226e-08
213	1679327165349433.2	0.003980400385080595	338.90622	100	7.107263e-08	379.8536	100	7.9172835e-08	215.94421	100	4.5410108398437505e-08	287.64224	100	5.951209e-08
214	1679327165363752.2	0.011217068583886698	621.6083	100	1.2924924e-07	439.5431	100	9.259278e-08	0.0	0	0.0	0.0	0	0.0
215	1679327165376372.5	0.01973647217588514	535.1894	100	1.12369364e-07	555.2531	100	1.1669165e-07	501.11816	100	1.0445425341796875e-07	412.1186	100	8.6793996e-08
216	1679327165400998.2	0.009181071674406429	266.071	100	5.797495e-08	473.73264	100	9.898182e-08	312.1318	100	6.610743334960939e-08	545.3504	100	1.14346754e-07
217	1679327165411314.2	0.011518153357319752	212.45166	100	4.7244225e-08	429.95053	100	9.039754e-08	307.94495	100	6.457882250976562e-08	387.08	100	8.092105e-08
218	1679327165450064.2	0.005919700641045303	434.7574	100	9.074099e-08	118.78064	100	2.6531701e-08	380.3958	100	8.028817456054688e-08	182.37885	100	3.7659486e-08
219	1679327165453006.2	0.048958071805171983	246.02556	100	5.2153435e-08	0.0	0	0.0	360.2242	100	7.551135961914064e-08	477.27853	100	9.965463e-08
220	1679327165472562.0	0.01185334368630496	468.02716	100	1.02409665e-07	525.90344	100	1.10404315e-07	171.22968	100	3.363754931640625e-08	320.07828	100	7.000749e-08
221	1679327165503172.8	0.007563012119512727	481.5868	100	1.00178724e-07	166.01709	100	3.4614555e-08	0.0	0	0.0	196.51196	100	4.3617277e-08
222	1679327165515235.5	0.009918971779826768	327.74493	100	6.854432e-08	341.10513	100	7.115772e-08	122.67343	100	2.6882361328125e-08	407.46957	100	8.496942e-08
223	1679327165627177.8	0.0020722875160634198	280.0266	100	5.8698134e-08	354.57693	100	7.4679434e-08	444.77576	100	9.316013305664062e-08	311.0774	100	6.753605e-08
224	1679327165653417.5	0.008850039979646725	283.0998	100	5.947076e-08	274.82275	100	5.6872175e-08	414.53574	100	8.709149145507813e-08	330.6271	100	7.206305e-08
225	1679327165702917.0	0.0047392680142756	266.05573	100	5.7814244e-08	122.50516	100	2.5128454e-08	374.62997	100	7.889700976562501e-08	482.8901	100	1.0193242e-07
226	1679327165712929.5	0.023267998761580415	326.91226	100	6.826004e-08	264.98538	100	5.534966e-08	216.552	100	4.7265722167968756e-08	458.09375	100	9.6298514e-08
227	1679327165751453.8	0.005714285714285714	305.98572	100	6.6536e-08	232.22466	100	4.8663495e-08	0.0	0	0.0	0.0	0	0.0
228	1679327165804972.5	0.004320270083688531	385.6735	100	8.048994e-08	283.2022	100	6.2298916e-08	312.25955	100	6.873733715820313e-08	338.51126	100	7.0773496e-08
230	1679327165823998.5	0.01645165966082041	317.5896	100	6.9408e-08	611.12354	100	1.2866771e-07	309.79987	100	6.493380395507813e-08	79.4852	100	1.8099868e-08
231	1679327165833984.2	0.01637739632821639	370.99246	100	7.827175e-08	478.5427	100	1.008438e-07	0.0	0	0.0	420.2878	100	8.739537e-08
232	1679327165861422.2	0.008450557736810629	415.58206	100	8.6989914e-08	430.8224	100	9.083397e-08	505.59143	100	1.053299443359375e-07	345.9974	100	7.5320855e-08
233	1679327165863373.0	0.06266284523189161	451.48056	100	9.4631105e-08	615.35944	100	1.2872302e-07	279.01553	100	5.867118676757813e-08	292.08032	100	6.105278e-08
234	1679327165876038.0	0.01944315113139026	212.38153	100	4.5832074e-08	263.44916	100	5.8107574e-08	225.5085	100	4.933274633789063e-08	344.66714	100	7.179457e-08
235	1679327165896929.2	0.011067581921807363	293.54822	100	6.1486226e-08	206.52762	100	4.5591584e-08	241.77594	100	5.270922875976562e-08	0.0	0	0.0
236	1679327165902529.2	0.023475808201345195	350.76584	100	7.318671e-08	353.02472	100	7.685067e-08	627.3672	100	1.3097300000000002e-07	232.64406	100	4.8456567e-08
237	1679327165914184.2	0.019843521971785308	575.77606	100	1.2084953e-07	189.18427	100	3.7645094e-08	355.4232	100	7.491683862304687e-08	0.0	0	0.0
238	1679327165914927.5	0.18551169030279802	198.23688	100	4.191222e-08	467.6545	100	9.7622745e-08	409.08676	100	8.489235009765626e-08	443.99274	100	9.246097e-08
239	1679327165940626.0	0.00612201424456567	142.66882	100	3.3019113e-08	423.50046	100	8.811204e-08	343.88113	100	7.255359301757813e-08	159.5299	101	3.63864e-08
240	1679327165956248.5	0.02077075188310414	1056.4999	100	2.2146902e-07	289.75195	100	6.373919e-08	440.37463	100	9.204001293945312e-08	321.1676	100	6.802638e-08
241	1679327165970795.5	0.016053191664879313	210.20142	100	4.31432e-08	334.6942	100	6.975413e-08	157.67325	100	3.452957373046875e-08	409.23697	100	8.5196774e-08
242	1679327166003418.5	0.0067408008539322556	346.28732	100	7.5844945e-08	282.0695	100	5.9269777e-08	247.5274	100	5.124657910156251e-08	340.07867	100	7.071259e-08
243	1679327166031509.5	0.008363941740819598	359.8502	100	7.527611e-08	317.27646	100	6.914377e-08	392.71893	100	8.254412304687501e-08	404.218	100	8.524817e-08
244	1679327166041250.8	0.01116348300669809	414.03018	100	8.623989e-08	349.17004	100	7.271872e-08	378.00052	100	8.200064282226564e-08	217.02951	100	4.7144578e-08
245	1679327166081237.8	0.005794810227394297	223.0185	100	4.929635e-08	0.0	0	0.0	338.22745	100	7.021685229492188e-08	267.47232	100	5.6640182e-08
246	1679327166112920.8	0.007359359479878398	219.33972	100	4.3336108e-08	274.63742	100	5.7690524e-08	519.141	100	1.08041697265625e-07	0.0	0	0.0
247	1679327166152983.0	0.00518699380657456	325.6719	100	6.8279206e-08	764.79517	100	1.6002453e-07	0.0	0	0.0	0.0	0	0.0
248	1679327166176763.2	0.005122218755975083	501.7692	100	1.0435651e-07	516.75397	100	1.0852105e-07	0.0	0	0.0	0.0	0	0.0
249	1679327166182616.5	0.02624012958088682	229.06432	100	4.7752277e-08	726.4458	100	1.5187474e-07	158.38937	100	3.37803837890625e-08	271.0516	100	5.867824e-08
250	1679327166200377.8	0.015581265161410712	283.9576	100	5.9526066e-08	291.4958	100	6.170898e-08	217.04663	100	4.3186167480468756e-08	456.44882	100	9.5349726e-08
251	1679327166304530.5	0.0022100282608795226	325.0057	100	6.721732e-08	378.85754	100	7.901957e-08	250.47787	100	5.317461132812501e-08	395.8802	100	8.2582254e-08
252	1679327166357038.2	0.004359118731496449	174.65295	100	3.612511e-08	306.815	100	6.3993056e-08	0.0	0	0.0	529.6198	100	1.09989166e-07
253	1679327166358952.5	0.05934124549939992	292.24298	100	6.320175e-08	377.31305	100	7.911582e-08	142.33762	100	3.100576416015625e-08	211.26147	100	4.64759e-08
254	1679327166370355.2	0.010276977064795087	387.20016	100	8.195957e-08	181.57147	100	3.9254015e-08	429.42953	100	8.977182983398438e-08	259.11987	100	5.459274e-08
255	1679327166376147.0	0.02178380600082203	340.66147	100	7.4213254e-08	259.53714	100	5.4985808e-08	392.89218	100	8.287499755859377e-08	390.79236	100	8.191784e-08
256	1679327166450146.5	0.0030597471123837714	505.0828	100	1.06168685e-07	473.40616	100	1.0364211e-07	0.0	0	0.0	0.0	0	0.0
257	1679327166475117.8	0.009240520829355836	267.30658	100	5.8162755e-08	423.78183	100	9.227029e-08	436.3003	100	9.079332739257812e-08	493.0962	100	1.03059975e-07
258	1679327166480855.2	0.0087621338372992	224.37502	100	4.7516114e-08	355.4405	100	7.379732e-08	594.2401	100	1.2409159130859374e-07	517.85187	100	1.0835275e-07
260	1679327166554973.2	0.007694026753503815	283.49237	100	5.973173e-08	0.0	0	0.0	513.6643	100	1.0727335791015625e-07	568.315	100	1.1954718e-07
261	1679327166604496.8	0.004343764146127693	454.51117	100	9.530834e-08	206.49744	100	4.2929482e-08	0.0	0	0.0	0.0	0	0.0
262	1679327166619931.8	0.008050728917347922	463.97638	100	9.736088e-08	510.8071	100	1.0676246e-07	0.0	0	0.0	374.48718	100	7.4515675e-08
264	1679327166727316.2	0.002319505882295972	510.50696	100	1.073324e-07	408.19516	100	8.580071e-08	345.22964	100	7.268155297851563e-08	499.74435	100	1.0498112e-07
265	1679327166740004.2	0.01698517793995937	504.61038	100	1.0601021e-07	535.0529	100	1.1259197e-07	212.16	100	4.687621533203125e-08	421.99237	100	8.793284e-08
266	1679327166770067.2	0.006160832665115873	344.26678	100	7.198427e-08	160.86493	100	3.3967403e-08	244.19908	100	4.862126806640625e-08	428.9576	100	9.0452545e-08
267	1679327166786331.8	0.009211647518584902	340.0922	100	7.095063e-08	294.68536	100	6.2010024e-08	0.0	0	0.0	463.2793	100	9.706387e-08
268	1679327166800849.8	0.009809076270907956	177.88928	100	3.866572e-08	354.3268	100	7.113843e-08	224.38101	100	4.752817138671875e-08	312.89124	100	6.6020945e-08
269	1679327166834952.2	0.006617759863879165	464.78	100	9.794231e-08	381.74286	100	8.0064574e-08	303.4834	100	6.378529736328125e-08	370.24326	100	7.700219e-08
270	1679327166837173.8	0.05775521714608009	502.98834	100	1.05779655e-07	369.6852	100	7.785844e-08	0.0	0	0.0	0.0	0	0.0
271	1679327166839661.0	0.015587768069896743	336.85486	100	7.021049e-08	481.39108	100	1.0125149e-07	173.46585	100	3.796117529296875e-08	102.84607	100	2.2070536e-08
272	1679327166865657.2	0.008801631077858483	804.1871	100	1.6898981e-07	201.0368	100	4.1862894e-08	332.40176	100	6.9676697265625e-08	282.15424	100	5.964598e-08
273	1679327166925073.5	0.00386029116707597	240.43369	100	4.980956e-08	540.094	100	1.1333346e-07	274.41522	100	5.9246786865234374e-08	590.8385	100	1.2317244e-07
274	1679327166928048.2	0.0415	447.137	100	9.363048e-08	422.48746	100	8.7898776e-08	275.1744	100	5.777884936523438e-08	501.05695	100	1.0536218e-07
275	1679327166960622.2	0.00669050051072523	418.50983	100	8.797518e-08	92.31854	100	1.927625e-08	264.09094	100	5.4964348876953136e-08	386.38803	100	8.463478e-08
276	1679327166973827.2	0.016752716900747373	445.3065	100	9.250009e-08	632.69354	100	1.3234603e-07	379.26736	100	7.894337084960938e-08	285.70493	100	5.928162e-08
277	1679327167023770.5	0.004938306947983167	510.9507	100	1.06837554e-07	248.98497	100	5.2262383e-08	445.3061	100	9.269311059570313e-08	268.14932	100	5.6449586e-08
278	1679327167024714.5	0.1415929203539823	406.37354	100	8.488527e-08	262.39786	100	5.7867943e-08	310.86658	100	6.456034985351562e-08	408.87433	100	8.573116e-08
279	1679327167030180.0	0.009009406880713687	203.26758	100	4.160386e-08	89.561584	101	1.9663345e-08	0.0	0	0.0	0.0	0	0.0
280	1679327167042485.2	0.018269285837008188	393.94766	100	8.214202e-08	265.9701	100	5.6449064e-08	405.64444	100	8.47682487792969e-08	254.05989	100	5.403951e-08
281	1679327167074555.8	0.007003821618165326	167.30756	100	3.316999e-08	543.3946	100	1.1454605e-07	249.52995	100	5.401410327148437e-08	303.5957	100	6.3345716e-08
282	1679327167150380.0	0.002924381163211914	207.55176	100	4.5252662e-08	169.7528	100	3.6511786e-08	0.0	0	0.0	0.0	0	0.0
283	1679327167155849.2	0.022266666666666667	401.1235	100	8.780249e-08	388.44168	100	8.207237e-08	474.9017	100	9.956201342773438e-08	245.26685	100	5.080027e-08
284	1679327167160663.8	0.024665676077265972	359.79596	100	7.623525e-08	235.95216	100	4.8800647e-08	512.9402	100	1.06968798828125e-07	294.12732	100	6.152562e-08
285	1679327167166307.5	0.008939646691475256	506.34335	100	1.0589124e-07	124.29071	100	2.7013098e-08	265.1948	100	5.2508396728515624e-08	418.6476	100	8.7456115e-08
286	1679327167216183.0	0.006063286443918167	367.66644	100	8.050077e-08	351.33197	100	7.399625e-08	409.69122	100	8.632405444335938e-08	270.7856	100	5.8775264e-08
287	1679327167249478.0	0.006982869363647455	246.9351	100	5.4305815e-08	248.81409	100	5.1942198e-08	339.68637	100	7.051953100585938e-08	592.2033	100	1.2454187e-07
288	1679327167267747.2	0.012632952691680261	345.6871	100	7.2592684e-08	139.91895	100	2.8417722e-08	206.88437	100	4.689144482421875e-08	308.29758	100	6.56391e-08
289	1679327167303715.8	0.006449431946230429	477.1601	100	9.934408e-08	252.4798	100	5.055128e-08	474.75186	100	9.886433569335936e-08	509.7356	100	1.07087224e-07
290	1679327167337840.2	0.006846587535018898	673.24713	100	1.4017647e-07	226.59431	100	4.6622684e-08	227.5024	100	4.665246948242188e-08	427.23853	100	8.893696e-08
291	1679327167357693.8	0.006868165029090119	539.9218	100	1.141916e-07	440.13242	100	9.206078e-08	369.55643	100	7.774208056640625e-08	404.98788	100	8.4621654e-08
292	1679327167419403.8	0.003749349071341781	521.13837	100	1.09164446e-07	219.82791	100	4.6374154e-08	448.02063	100	9.289983959960939e-08	397.33554	100	8.338004e-08
293	1679327167433272.2	0.016422196619262978	246.95168	100	5.4320257e-08	0.0	0	0.0	409.17206	100	8.501048071289063e-08	295.47925	100	6.235973e-08
294	1679327167446551.2	0.017270475027826648	480.5485	100	1.00093466e-07	0.0	0	0.0	303.11462	100	6.590538330078125e-08	0.0	0	0.0
295	1679327167448164.0	0.11209937126207636	415.06644	100	8.646789e-08	303.17783	100	6.306148e-08	923.20966	100	1.93343466796875e-07	234.51161	100	4.9285628e-08
296	1679327167479367.0	0.0037738448819620934	229.61852	100	5.0378425e-08	395.49976	100	8.3160096e-08	503.36575	100	1.0445631005859375e-07	357.11014	100	7.499986e-08
297	1679327167500746.2	0.010659774602892892	372.88516	100	7.760963e-08	256.86343	100	5.0935512e-08	0.0	0	0.0	438.45987	100	9.193204e-08
298	1679327167562644.5	0.0037168850577368987	152.37122	100	3.0626143e-08	358.12085	100	7.5757164e-08	142.01395	100	3.015591015625e-08	466.82907	100	9.790658e-08
299	1679327167606811.8	0.005246765304414948	249.29898	100	5.4282097e-08	294.19373	100	6.144952e-08	0.0	0	0.0	502.13055	100	1.05511816e-07
300	1679327167612930.0	0.006603849561085609	265.36005	100	5.581295e-08	377.5033	100	7.912083e-08	404.55115	100	8.570154858398437e-08	437.7945	100	9.185649e-08
301	1679327167639076.0	0.008698170759302336	158.06934	100	3.1561548e-08	0.0	0	0.0	284.10556	100	5.697955517578125e-08	274.02676	100	5.743853e-08
302	1679327167658026.2	0.012153083561885112	414.64438	100	8.742608e-08	458.08267	100	9.670952e-08	397.72665	100	8.265886499023438e-08	277.8207	100	5.847791e-08
303	1679327167679978.2	0.010395055559779716	210.84235	100	4.463244e-08	439.9639	100	9.172396e-08	0.0	0	0.0	0.0	0	0.0
304	1679327167690207.8	0.022213416623933616	1010.8617	100	2.1220764e-07	598.4538	100	1.2625934e-07	0.0	0	0.0	0.0	0	0.0
305	1679327167693410.2	0.04802993280390959	239.56061	100	5.003522e-08	301.042	100	6.279542e-08	305.26895	100	6.330114453125e-08	179.46136	100	3.8491827e-08
306	1679327167718953.0	0.008646284145376704	270.4661	100	5.615206e-08	596.9986	100	1.2533192e-07	549.0681	100	1.1500194921875e-07	402.79037	100	8.445254e-08
308	1679327167781285.0	0.003739238931891875	219.07977	100	4.821791e-08	389.25156	100	8.147549e-08	213.51315	100	4.525103710937501e-08	427.3145	100	8.9805276e-08
310	1679327167809066.0	0.01392197950454976	206.0029	100	4.252091e-08	364.1156	100	7.980341e-08	0.0	0	0.0	0.0	0	0.0
311	1679327167815768.2	0.03312462835356256	420.9793	100	8.862645e-08	495.89462	100	1.0345356e-07	407.64032	100	8.583719287109375e-08	219.40228	100	4.63869e-08
312	1679327167884985.2	0.003296317218004712	466.0272	100	9.82398e-08	560.4813	100	1.1764599e-07	400.63153	100	8.009497485351564e-08	292.10287	100	5.8458102e-08
313	1679327167900509.8	0.014893290342392139	309.55032	100	6.47159e-08	127.31833	100	2.7940557e-08	194.5232	100	4.13643212890625e-08	472.1253	100	9.860921e-08
314	1679327167905759.5	0.009560589648189139	292.85458	100	6.227729e-08	381.17636	100	8.014614e-08	67.20819	101	1.4406357421875e-08	176.77533	100	3.7379667e-08
315	1679327167907406.0	0.02896451846488052	513.02075	100	1.0673727e-07	424.6354	100	8.976451e-08	1055.4823	100	2.2068575634765627e-07	296.18622	100	6.26521e-08
316	1679327167908140.8	0.06158357771260997	237.03908	100	4.9265985e-08	415.21606	100	8.7460485e-08	640.35266	100	1.3399335595703128e-07	346.4703	100	7.193792e-08
317	1679327167908713.0	0.07993338884263114	374.62167	100	7.848389e-08	364.1525	100	7.686564e-08	503.9642	100	1.0574768212890626e-07	429.25247	100	8.9457444e-08
318	1679327167993553.2	0.002314230413195321	297.3354	100	6.198818e-08	486.88727	100	1.0178205e-07	0.0	0	0.0	0.0	0	0.0
319	1679327168099331.2	0.0021586008300924276	495.02112	100	1.04431855e-07	283.65186	100	5.848608e-08	293.22736	100	6.204224072265626e-08	543.99316	100	1.13991696e-07
320	1679327168115482.5	0.007639033379900722	283.89374	100	6.2312004e-08	447.7439	100	9.478028e-08	255.76761	100	5.31645361328125e-08	281.35657	100	5.613949e-08
321	1679327168121733.8	0.007377365778292777	482.85187	100	1.01820774e-07	595.4129	100	1.2409426e-07	197.44357	100	4.3669940429687506e-08	0.0	0	0.0
322	1679327168203693.5	0.0028035918481068497	289.7932	100	6.086388e-08	498.54205	100	1.0442801e-07	262.8093	100	5.414928002929687e-08	158.30698	100	3.2716983e-08
323	1679327168259769.5	0.004056312157456343	231.14427	100	4.6378865e-08	0.0	0	0.0	359.03122	100	7.8587271484375e-08	183.76758	100	3.845601e-08
324	1679327168405891.2	0.0015565878419720694	366.49954	100	8.058165e-08	367.85403	100	7.656439e-08	489.46097	100	1.069723671875e-07	298.447	100	6.241851e-08
326	1679327168489752.5	0.0029279850028547092	333.09738	100	7.2489115e-08	648.0944	100	1.3512293e-07	515.9922	100	1.0804452099609376e-07	161.6825	100	3.283616e-08
328	1679327168559034.2	0.11835927847788486	450.3757	100	9.3524804e-08	303.55508	100	6.509756e-08	319.23398	100	6.678070947265625e-08	420.96805	100	8.396907e-08
329	1679327168560305.8	0.12877155172413793	404.27042	100	8.4729926e-08	310.568	100	6.8174636e-08	199.5705	100	4.0731831054687504e-08	241.69601	100	5.2453213e-08
330	1679327168604956.5	0.004599001237782236	194.2251	100	4.0876703e-08	715.47595	100	1.494446e-07	497.67355	100	1.0397674853515625e-07	339.05704	100	7.0322486e-08
331	1679327168608223.2	0.03857966888905536	292.3773	100	6.153616e-08	396.32498	100	8.248346e-08	189.9657	100	3.77477470703125e-08	429.89783	100	9.030524e-08
332	1679327168631419.8	0.007496436372586219	212.18741	100	4.6562292e-08	400.24786	100	8.390753e-08	425.47528	100	8.985009521484375e-08	230.42966	100	4.7651042e-08
333	1679327168658022.2	0.008638420403126285	255.23865	100	5.4099317e-08	449.86578	100	9.366653e-08	166.74387	100	3.391933349609375e-08	319.03314	100	6.656608e-08
334	1679327168686949.0	0.007994593347179639	462.00488	100	9.6813196e-08	284.83636	100	6.1178625e-08	535.70374	100	1.1142597265625001e-07	0.0	0	0.0
335	1679327168751142.2	0.0035175692741995393	319.0303	100	6.6117266e-08	193.67932	100	4.1456786e-08	436.96176	100	9.118173071289063e-08	433.05206	100	9.126785e-08
336	1679327168817230.5	0.003452293773245264	326.24692	100	6.894929e-08	350.64017	100	7.279834e-08	597.4606	100	1.2442948193359377e-07	415.69852	100	8.6881144e-08
337	1679327168840635.2	0.00987981258912202	221.94125	100	4.7047703e-08	385.57092	100	8.098517e-08	261.86603	100	5.55418203125e-08	397.196	100	8.2853184e-08
338	1679327168890069.8	0.004663904657634672	198.6384	100	4.0735415e-08	372.3456	100	7.759245e-08	643.5701	100	1.3465115869140628e-07	645.7808	100	1.3579049e-07
339	1679327168903433.0	0.017357642357642356	238.60924	100	4.946013e-08	348.81375	100	7.31984e-08	131.28287	100	2.7642092773437503e-08	469.06595	100	9.8301065e-08
340	1679327168922761.2	0.008136525195982514	98.8725	101	1.9923208e-08	555.3712	100	1.15935435e-07	302.69873	100	6.331849096679687e-08	280.97867	100	5.7799916e-08
341	1679327168933015.2	0.02209396283042826	169.5545	100	3.5111977e-08	282.29385	100	5.840191e-08	353.02896	100	7.405831323242188e-08	341.93533	100	7.465562e-08
342	1679327168998548.5	0.003485296632213891	502.30643	100	1.0581423e-07	366.64218	100	7.6510304e-08	360.16028	100	7.574808691406251e-08	241.25041	100	5.2441017e-08
343	1679327169019352.8	0.007305148116192119	661.0406	100	1.3809623e-07	0.0	0	0.0	389.83713	100	8.11649990234375e-08	145.8729	100	3.2112613e-08
344	1679327169124885.5	0.0020748480551968282	199.27237	100	4.1699316e-08	228.79994	100	5.016982e-08	441.85898	100	9.321287963867188e-08	309.23257	100	6.661574e-08
