counter	timestamp	deadtime	chA_height	chA_position	chA_integral	chB_height	chB_position	chB_integral	chC_height	chC_position	chC_integral	chD_height	chD_position	chD_integral
345	1679327169180911.2	0.00413532555052585	389.20602	100	8.158394e-08	415.2287	100	8.691979e-08	474.33978	100	9.965213012695313e-08	279.5218	100	5.9103584e-08
346	1679327169181615.0	0.19327041444398851	556.80475	100	1.1636001e-07	241.28545	100	5.2195933e-08	316.16446	100	6.648987817382812e-08	323.16962	100	7.043615e-08
347	1679327169186432.0	0.011275934649694296	162.57452	100	3.3660747e-08	472.12296	100	9.92139e-08	331.60245	100	7.2940970703125e-08	245.86853	100	4.8908152e-08
348	1679327169252801.2	0.0028427727968510824	349.977	100	7.344721e-08	381.39124	100	8.0561165e-08	257.0867	100	5.344495043945314e-08	235.44977	100	4.921406e-08
349	1679327169259595.0	0.012868498912772253	488.47003	100	1.0168995e-07	162.1484	100	3.4216544e-08	234.94382	100	4.871961279296875e-08	0.0	0	0.0
350	1679327169265666.0	0.021207750185177964	264.1927	100	5.4601117e-08	325.16245	100	6.835576e-08	0.0	0	0.0	251.54402	100	5.471184e-08
351	1679327169324820.0	0.0039027137942827255	253.60419	100	5.328961e-08	455.14954	100	9.530625e-08	243.69868	100	5.337240893554688e-08	328.09235	100	6.9234964e-08
352	1679327169327307.8	0.027543679342240494	278.93	178	6.081594e-08	419.96558	178	8.847037e-08	0.0	0	0.0	0.0	0	0.0
353	1679327169399485.8	0.0031670912524346395	598.221	100	1.2448962e-07	0.0	0	0.0	160.73248	100	3.5255021972656255e-08	350.67572	100	7.272535e-08
354	1679327169411589.5	0.019316727380131928	326.04745	100	7.094356e-08	271.16354	100	5.8864927e-08	251.45848	100	5.4936472412109376e-08	257.83337	100	5.1203962e-08
355	1679327169418982.2	0.008062117958037338	463.82938	100	9.778434e-08	385.73178	100	7.9858566e-08	315.96753	100	6.66019091796875e-08	216.84045	100	4.589165e-08
356	1679327169463520.0	0.005156343315416773	200.8219	100	4.4383853e-08	400.7463	100	8.4305306e-08	377.1334	100	7.536556518554688e-08	334.7704	100	7.255864e-08
357	1679327169472277.8	0.016396148555708392	280.14447	100	6.0635344e-08	225.45775	100	4.958716e-08	802.0375	100	1.6751368457031252e-07	712.81146	100	1.5005512e-07
358	1679327169483751.5	0.02005772005772006	294.94855	100	6.132189e-08	0.0	0	0.0	390.49026	100	8.097491699218751e-08	167.52081	100	3.578737e-08
359	1679327169559420.2	0.0030374450172037863	299.72537	100	6.2181286e-08	0.0	0	0.0	153.23297	100	3.006167724609375e-08	219.8241	100	4.555103e-08
360	1679327169560340.5	0.16269610691458455	830.68756	100	1.7351255e-07	0.0	0	0.0	581.04803	100	1.2220025830078125e-07	629.22546	100	1.3247846e-07
361	1679327169619457.2	0.0039053692788353143	308.96994	100	6.4960425e-08	275.2106	100	6.0529864e-08	195.46988	100	4.28311669921875e-08	0.0	0	0.0
362	1679327169632660.5	0.017444380236925745	218.76678	100	4.4916025e-08	613.05457	100	1.2799366e-07	199.15527	100	4.148235058593751e-08	394.54828	100	8.571465e-08
363	1679327169745344.0	0.0020734597156398106	285.22998	100	5.671285e-08	444.3075	100	9.2654304e-08	305.3563	100	6.142573681640625e-08	345.29367	100	7.532542e-08
364	1679327169775567.2	0.007691640173239403	246.79373	100	5.152038e-08	280.1512	100	5.806922e-08	386.6873	100	8.064583276367187e-08	159.95117	100	3.3765772e-08
365	1679327169804855.2	0.006756646616786477	335.1481	100	7.3690856e-08	0.0	0	0.0	334.4707	100	7.333730200195313e-08	252.35786	100	5.3583804e-08
366	1679327169824175.0	0.01032887024125378	225.38046	100	4.832117e-08	330.18646	100	6.895575e-08	0.0	0	0.0	0.0	0	0.0
367	1679327169903671.2	0.0028809890696293986	549.606	100	1.1551181e-07	369.99252	100	7.689434e-08	270.47662	100	5.675090649414063e-08	369.98364	100	7.765742e-08
368	1679327169957637.0	0.004272050540080847	405.36005	100	8.425172e-08	266.07956	100	5.830164e-08	221.02371	100	4.82839677734375e-08	0.0	0	0.0
369	1679327169973394.8	0.014601080328637788	526.5962	100	1.0959694e-07	390.4996	100	8.133196e-08	288.99362	100	6.325791162109376e-08	425.46912	100	8.9086626e-08
370	1679327170054760.8	0.0036625532475517107	204.74347	100	4.4407113e-08	252.17635	100	5.2652528e-08	529.73584	100	1.110394951171875e-07	243.81119	100	5.244454e-08
371	1679327170111034.0	0.004064005972985814	499.93842	100	1.0480789e-07	656.8866	100	1.372873e-07	175.10242	100	3.7384195312500006e-08	377.31607	100	7.852873e-08
372	1679327170174187.0	0.0036430216316206726	277.6772	100	5.9059964e-08	410.92105	100	8.5711e-08	644.70593	100	1.3547866162109374e-07	273.30878	100	5.972877e-08
373	1679327170257127.8	0.0027653611210923463	344.53452	100	7.558387e-08	257.38052	100	5.6593272e-08	247.20335	100	4.92873017578125e-08	0.0	0	0.0
374	1679327170315932.8	0.004235450518184066	240.17036	100	5.038309e-08	547.82825	100	1.1482993e-07	0.0	0	0.0	300.00626	100	6.555622e-08
375	1679327170365662.0	0.004599652747800896	342.66467	100	7.509454e-08	417.524	100	8.7770125e-08	298.9176	100	6.524165966796874e-08	280.19217	100	6.128293e-08
376	1679327170370736.8	0.011629038536395485	416.21548	100	8.3328935e-08	276.99942	100	6.014673e-08	530.9871	100	1.1154503271484378e-07	302.463	100	6.2997195e-08
377	1679327170415162.5	0.005121050296411523	453.07013	100	9.912261e-08	424.945	100	8.928479e-08	405.74432	100	8.436289184570313e-08	0.0	0	0.0
378	1679327170493991.5	0.0031778860254654197	449.5564	100	9.3703086e-08	275.0351	100	5.709724e-08	942.8662	100	1.9734536181640626e-07	262.86533	100	5.7295047e-08
379	1679327170504109.5	0.012482994009117598	120.8873	100	2.7213739e-08	165.05957	101	3.49959e-08	396.89096	100	7.916582031250001e-08	265.5422	100	5.52267e-08
380	1679327170509793.0	0.009433962264150943	190.15152	100	3.9835594e-08	412.57156	100	8.577472e-08	352.92975	100	7.390376611328126e-08	267.43576	100	5.346284e-08
381	1679327170524371.5	0.015660569269765414	170.80978	100	3.3925865e-08	431.34872	100	9.0410865e-08	470.95657	100	9.848197875976563e-08	431.98386	100	9.0289774e-08
382	1679327170611052.0	0.0026243253503226765	461.84488	100	9.675871e-08	225.57549	100	4.916176e-08	276.4418	100	5.7172694824218744e-08	245.1026	100	5.2986934e-08
383	1679327170618612.8	0.005789320482551182	250.47266	100	4.9702155e-08	789.0613	100	1.6573843e-07	463.64426	100	9.674738842773437e-08	449.1177	100	9.437075e-08
384	1679327170637609.8	0.011339334560103446	116.31976	100	2.5540668e-08	222.8656	100	4.7016538e-08	310.7335	100	6.4233033203125e-08	151.84131	100	3.2066158e-08
385	1679327170671113.8	0.006892529181218747	287.7541	100	6.321483e-08	429.35156	100	9.0149754e-08	324.00635	100	6.49104404296875e-08	93.6145	100	2.0410537e-08
386	1679327170704575.5	0.0068902126204184	345.84583	100	7.1541315e-08	396.6454	100	8.2661316e-08	92.36029	100	1.7803541015625003e-08	381.84354	100	8.0099994e-08
387	1679327170714325.2	0.023479345513243818	375.79196	100	7.870033e-08	441.63147	100	9.250701e-08	281.34555	100	5.8780902099609384e-08	237.91725	100	4.976365e-08
388	1679327170727747.8	0.017052115528082702	335.53006	100	7.037905e-08	265.8955	100	5.6144387e-08	0.0	0	0.0	0.0	0	0.0
389	1679327170739918.5	0.009925263948752422	197.92358	570	4.1375678e-08	364.952	570	7.958216e-08	0.0	0	0.0	0.0	0	0.0
390	1679327170745481.8	0.027142187566577186	326.4812	100	6.80828e-08	248.07114	100	5.4377125e-08	217.66068	100	4.3495888183593755e-08	151.86328	100	3.1154748e-08
391	1679327170779598.5	0.006651467296952457	291.4392	100	6.166233e-08	413.88382	100	8.6256335e-08	0.0	0	0.0	250.2413	100	5.437013e-08
392	1679327170806317.2	0.00854822878558044	445.84726	100	9.299165e-08	0.0	0	0.0	255.28127	100	5.319539184570313e-08	430.67358	100	9.0114675e-08
393	1679327170824995.8	0.0063059476259584146	167.28323	100	3.6274326e-08	240.40302	100	4.8347843e-08	459.37125	100	9.57940114746094e-08	550.7317	100	1.1521218e-07
394	1679327170830694.0	0.02091350175673415	448.50623	100	9.426246e-08	471.50827	100	9.8035436e-08	828.7959	100	1.7329293359375002e-07	101.352234	100	1.9773436e-08
395	1679327170837776.8	0.03174497978659951	498.2967	100	1.05245995e-07	540.96814	100	1.13009186e-07	0.0	0	0.0	0.0	0	0.0
396	1679327170873698.5	0.0063056305962471545	324.91443	100	6.7525356e-08	435.33804	100	9.1155826e-08	163.9165	100	3.363519921875001e-08	627.75665	100	1.3093877e-07
397	1679327170875955.0	0.03943502824858757	592.5638	100	1.2459157e-07	519.007	100	1.0820295e-07	278.43118	100	6.109649462890625e-08	387.42847	100	8.0819134e-08
398	1679327170921033.8	0.004981970013285254	341.964	100	7.451486e-08	276.74857	100	5.8248133e-08	179.41565	100	4.113710595703125e-08	290.21155	100	6.080759e-08
399	1679327170921930.0	0.06864378540486504	256.11075	100	5.3265577e-08	116.99939	100	2.468773e-08	441.6907	100	8.823940576171877e-08	457.48532	100	9.5036604e-08
401	1679327170980407.2	0.0050752754927828655	349.13617	100	7.3754386e-08	615.23157	100	1.2829027e-07	0.0	0	0.0	419.2729	100	8.7467136e-08
402	1679327170984909.8	0.05138130335648762	162.06921	100	3.3927304e-08	201.02759	100	4.031768e-08	427.7467	100	8.971083374023438e-08	417.85843	100	8.7546255e-08
403	1679327171004234.2	0.015187662944561956	182.199	100	3.93357e-08	524.97406	100	1.1028034e-07	334.40836	100	7.057876196289062e-08	359.97427	100	7.613745e-08
404	1679327171015321.0	0.010668532202352324	140.77301	100	2.9006733e-08	293.4325	100	6.142439e-08	362.12387	100	7.555203955078125e-08	518.17206	100	1.0905124e-07
405	1679327171021830.5	0.013249907986750091	466.66394	100	9.7261506e-08	589.92834	100	1.2397349e-07	509.19266	100	1.0667922900390625e-07	227.84181	100	4.904937e-08
406	1679327171036071.8	0.01941683452762276	246.16655	100	5.1477986e-08	285.9058	100	5.9414955e-08	376.39243	100	8.184667749023438e-08	181.84479	100	3.995185e-08
407	1679327171106413.0	0.0032190770170112447	396.89542	100	8.320607e-08	482.64175	100	1.01547464e-07	377.77164	100	7.863094775390626e-08	246.16037	100	4.897032e-08
408	1679327171144006.5	0.008815921782409896	423.20477	100	9.203519e-08	255.69424	100	5.5179264e-08	390.63702	100	8.163928173828127e-08	412.4479	100	8.5974946e-08
409	1679327171164392.0	0.011585416005733958	316.24692	100	6.629092e-08	394.74524	100	8.196866e-08	368.4911	100	7.368460302734376e-08	567.31287	100	1.1935943e-07
410	1679327171196602.2	0.004764802802475916	169.60236	100	3.6554376e-08	168.51733	100	3.5324597e-08	539.62714	100	1.1297379443359374e-07	302.24896	100	6.390833e-08
411	1679327171205976.5	0.012664045345452688	340.68143	100	7.432502e-08	187.36462	100	3.8263014e-08	199.19489	100	4.1627330078125e-08	443.2052	100	9.3617516e-08
412	1679327171299180.2	0.0024450689831374555	221.35895	100	4.6292786e-08	286.2251	100	6.1537214e-08	241.35533	100	5.129100268554688e-08	803.381	100	1.6772059e-07
413	1679327171376661.0	0.002957086854041147	309.72122	100	6.197087e-08	365.86993	100	7.643511e-08	263.3428	100	5.502063330078125e-08	348.3509	100	7.2466364e-08
414	1679327171407227.0	0.007527066238182896	516.43384	100	1.0825345e-07	390.88812	100	8.55576e-08	396.3276	100	8.303667846679688e-08	456.4192	100	9.5711314e-08
415	1679327171452250.5	0.006435884418496425	410.2025	100	8.5381195e-08	405.90387	100	8.4873015e-08	210.12018	100	4.198217138671875e-08	185.92862	100	3.9286256e-08
416	1679327171483505.0	0.007246598379452683	426.944	100	8.862204e-08	751.06085	100	1.5698005e-07	435.02377	100	9.086489819335938e-08	340.07275	100	7.13347e-08
417	1679327171498586.0	0.007851818818882588	454.54086	100	9.513958e-08	247.46754	100	5.138711e-08	401.22394	100	8.358540185546875e-08	228.69496	100	5.019755e-08
418	1679327171503422.5	0.010600530026501326	403.62042	100	8.505526e-08	289.02737	100	5.990772e-08	268.62677	100	5.52987734375e-08	591.6068	100	1.2436394e-07
419	1679327171535037.5	0.0072202978091682034	160.70908	100	3.4367098e-08	182.61765	100	3.6031704e-08	420.3505	100	9.215064599609375e-08	401.2771	100	8.7991495e-08
420	1679327171544351.2	0.029194665037670535	366.62433	100	7.762787e-08	325.42975	100	7.054267e-08	626.30536	100	1.306236240234375e-07	269.0482	100	5.8778152e-08
422	1679327171570612.8	0.03183473565239232	258.96262	100	5.421249e-08	327.85657	100	7.0786335e-08	0.0	0	0.0	0.0	0	0.0
423	1679327171648165.5	0.0029103769674977205	320.3153	100	6.96457e-08	459.57385	100	9.6049284e-08	282.22598	100	6.090767846679688e-08	180.21216	100	3.9654736e-08
424	1679327171661399.5	0.015571995669433418	331.38736	100	6.923288e-08	226.20691	100	4.5687678e-08	513.9865	100	1.122661328125e-07	259.55484	100	5.4310046e-08
425	1679327171671464.5	0.015148988876449991	385.53717	100	8.051991e-08	283.609	100	5.8863122e-08	676.29877	100	1.4097328564453127e-07	471.67468	100	9.8481486e-08
426	1679327171692743.0	0.008725320208065329	510.42664	100	1.0711041e-07	0.0	0	0.0	534.3469	100	1.1120030810546875e-07	457.08386	100	9.564877e-08
427	1679327171711347.2	0.013288230788869032	235.37053	100	5.1731647e-08	231.27954	100	4.901265e-08	333.00934	100	7.292716552734377e-08	369.42624	100	7.8050135e-08
428	1679327171728164.2	0.018816482786873666	472.4456	100	9.8360445e-08	355.39087	100	7.458031e-08	434.67435	100	9.081484497070313e-08	312.33957	100	6.515963e-08
429	1679327171737246.5	0.01329108825819617	570.39526	100	1.1923791e-07	345.43784	100	7.2796425e-08	184.96332	100	3.792928369140625e-08	308.04364	100	6.1451864e-08
430	1679327171745714.0	0.01723170184104176	152.95978	100	3.2771208e-08	431.4094	100	9.089718e-08	217.14413	100	4.493720263671875e-08	209.65677	100	4.4337074e-08
431	1679327171793944.0	0.004732273711948128	322.99545	100	6.479099e-08	438.97278	100	9.260284e-08	0.0	0	0.0	0.0	0	0.0
432	1679327171812911.5	0.012029564823893205	420.29813	100	8.43825e-08	270.25967	100	5.9578255e-08	565.6226	100	1.1897320751953127e-07	478.92432	100	9.9937964e-08
433	1679327171835050.0	0.010295622206666308	208.01779	100	4.5442224e-08	331.04095	100	7.2440145e-08	303.64767	100	6.345868408203125e-08	432.3102	100	9.073298e-08
434	1679327171885441.2	0.0045890440122437585	184.84515	100	3.651283e-08	500.2576	100	1.0454804e-07	488.7009	100	1.0280219653320313e-07	387.8716	100	8.095551e-08
435	1679327172010788.5	0.0018222281399197307	435.93805	100	9.209308e-08	541.37067	100	1.1273917e-07	495.68372	100	1.0315514770507814e-07	264.1834	100	5.439644e-08
436	1679327172030778.5	0.01002161994290424	619.1181	100	1.2977783e-07	317.44543	100	6.560862e-08	86.99533	100	1.93666748046875e-08	427.99963	100	8.9278096e-08
437	1679327172033623.5	0.02533204327557393	302.45538	100	6.0009015e-08	238.5804	100	4.9774215e-08	391.73193	100	8.169750439453125e-08	94.05109	100	1.9757307e-08
438	1679327172062774.0	0.007799538046130323	318.42645	100	6.986832e-08	178.63348	100	3.60042e-08	159.00586	100	3.48521689453125e-08	235.35754	100	5.162284e-08
439	1679327172139591.2	0.0027041291524371315	321.71683	100	6.7516325e-08	439.5205	100	9.168382e-08	382.7099	100	7.983343798828126e-08	219.2862	100	4.7115087e-08
440	1679327172152938.2	0.013498514089297862	179.32538	100	3.783108e-08	453.2432	100	9.468854e-08	362.46167	100	7.542635888671875e-08	466.66718	100	9.852788e-08
441	1679327172183891.2	0.007313359377403181	190.1919	100	4.1954216e-08	205.29315	100	4.0676685e-08	96.88135	100	1.95784365234375e-08	382.8246	100	7.9807286e-08
442	1679327172188607.0	0.026944559371121224	325.5476	100	6.872068e-08	276.74237	100	5.8266938e-08	152.84283	100	3.077160009765625e-08	172.39218	100	3.8095422e-08
443	1679327172263968.2	0.0019766345977469527	375.80023	100	7.898228e-08	192.80518	100	3.984363e-08	295.04416	100	6.166946826171875e-08	177.18945	100	3.6965524e-08
444	1679327172270609.5	0.03228212230982314	302.64932	100	6.5971484e-08	207.64618	100	4.401431e-08	261.27826	100	5.7124903076171875e-08	215.02441	100	4.2955108e-08
445	1679327172280021.0	0.015654527810409113	328.36517	100	7.1934004e-08	623.3388	100	1.3103792e-07	501.2301	100	1.0488614672851562e-07	208.18182	100	4.554378e-08
446	1679327172321132.0	0.00385529595918604	499.8016	100	1.0466498e-07	405.89612	100	8.4818346e-08	734.1098	100	1.5385945410156251e-07	320.62024	100	6.747854e-08
447	1679327172328633.8	0.01657352706370749	219.31189	100	4.6197286e-08	282.61954	100	5.853978e-08	476.69608	100	9.536060620117189e-08	439.50177	100	9.213626e-08
448	1679327172350945.8	0.010135278853107586	350.55005	100	7.2956965e-08	444.2029	100	9.253103e-08	415.93063	100	8.697882739257813e-08	219.37265	100	4.726748e-08
449	1679327172382815.8	0.007151620335737155	327.09525	100	7.122e-08	258.57568	100	5.368839e-08	156.34915	100	3.28213037109375e-08	306.60965	100	6.39328e-08
450	1679327172408846.2	0.008719625569019684	294.93216	100	6.449746e-08	387.45935	100	8.071067e-08	394.86877	100	8.300299340820313e-08	281.28394	100	6.18264e-08
451	1679327172436914.5	0.008154320515760772	318.2368	100	6.639547e-08	258.917	100	5.3410435e-08	352.81262	100	7.358525659179688e-08	620.4769	100	1.3021852e-07
452	1679327172445025.8	0.014991207939677524	402.0836	100	8.424442e-08	260.6757	100	5.6916612e-08	0.0	0	0.0	0.0	0	0.0
453	1679327172453950.0	0.01309530172644182	156.7207	100	3.463776e-08	503.4983	100	1.0546888e-07	228.01216	100	5.037784301757813e-08	330.19348	100	6.922251e-08
454	1679327172482910.8	0.007831206743858038	542.8484	100	1.14346655e-07	393.88876	100	8.6061775e-08	469.5212	100	9.763678540039065e-08	108.80005	100	2.1181076e-08
455	1679327172494405.0	0.019788015183256933	606.96857	100	1.2781925e-07	307.34528	100	6.386172e-08	434.47952	100	9.1301837890625e-08	937.3069	100	1.9601461e-07
456	1679327172556988.8	0.003615417144468107	244.06514	100	5.0544923e-08	354.03018	100	7.406642e-08	447.03647	100	9.37624150390625e-08	671.3217	100	1.4118773e-07
457	1679327172567430.0	0.005179902905855845	149.6065	100	2.9692833e-08	352.32257	100	7.30013e-08	340.7107	100	7.077212670898437e-08	334.33878	100	7.092636e-08
458	1679327172584913.5	0.012771012771012771	272.9755	100	5.7517205e-08	487.68692	100	1.0208036e-07	298.5338	100	6.30347646484375e-08	302.29352	100	6.30668e-08
460	1679327172603356.0	0.007432598254040599	658.0744	100	1.3761921e-07	402.42242	100	8.4888356e-08	0.0	0	0.0	165.7208	100	3.381321e-08
461	1679327172642940.2	0.005767420667989616	508.26077	100	1.0642188e-07	192.69489	100	4.1755886e-08	328.6421	100	7.132279833984376e-08	0.0	0	0.0
462	1679327172698026.2	0.004172275145099091	735.15674	100	1.5455358e-07	290.4677	100	6.1081224e-08	223.90039	100	4.658363427734376e-08	711.30347	100	1.4845224e-07
463	1679327172716812.2	0.012058745128901639	700.6509	100	1.4637062e-07	261.17807	100	5.4460358e-08	217.7398	100	4.59189404296875e-08	176.0488	100	3.6609926e-08
464	1679327172732231.8	0.013012361743656473	273.56012	100	5.7874626e-08	150.36273	100	3.1182402e-08	398.41476	100	8.313384472656251e-08	177.5014	100	4.074492e-08
465	1679327172762751.2	0.007492156648508593	318.73938	100	6.900912e-08	384.77225	100	8.409569e-08	0.0	0	0.0	0.0	0	0.0
466	1679327172793871.2	0.00383686776262168	282.75375	100	6.150841e-08	615.14215	100	1.2925962e-07	345.3165	100	7.238821801757813e-08	543.5504	100	1.1377298e-07
467	1679327172881188.5	0.003300132168794539	369.5752	100	7.790306e-08	477.19232	100	9.537126e-08	188.52875	100	4.1017801269531254e-08	456.01465	100	9.5694006e-08
468	1679327172887037.5	0.017739760660711278	292.82874	100	6.424436e-08	325.43103	100	6.790438e-08	462.1261	100	9.609343115234376e-08	496.9814	100	1.0443616e-07
469	1679327172942899.5	0.004146392340668276	291.04477	100	6.009885e-08	367.74585	100	7.7501845e-08	557.31177	100	1.174434970703125e-07	93.77847	100	2.1319288e-08
470	1679327172979447.5	0.006270840266494398	117.950775	100	2.640115e-08	608.1731	100	1.2775499e-07	404.28284	100	8.569639501953126e-08	0.0	0	0.0
471	1679327173052476.2	0.003722894003563015	354.49606	100	7.124639e-08	446.4435	100	9.2998484e-08	457.1347	100	9.527595068359375e-08	167.11627	100	3.61879e-08
472	1679327173138412.8	0.0034723474122414113	515.13635	100	1.07805505e-07	90.93201	100	1.7220154e-08	434.95712	100	9.13533837890625e-08	305.71677	100	6.428115e-08
473	1679327173154598.5	0.014319950294387408	329.23187	100	6.8212636e-08	488.29517	100	1.0163973e-07	374.83658	100	7.5180814453125e-08	383.26257	100	7.9368206e-08
474	1679327173172057.0	0.015973527248958248	416.4356	100	8.769282e-08	398.4489	100	8.317595e-08	408.559	100	8.605859057617189e-08	431.66907	100	8.975439e-08
475	1679327173179907.8	0.02872174471599425	440.6827	100	9.280023e-08	0.0	0	0.0	308.16815	100	6.433544458007814e-08	383.65967	100	7.9708954e-08
476	1679327173288181.5	0.002302752515746116	663.57043	100	1.3927607e-07	386.13022	100	8.114247e-08	370.54636	100	7.693325390625001e-08	420.5744	100	8.838586e-08
477	1679327173377321.8	0.0025549036761184727	432.30905	100	9.100395e-08	185.0387	100	3.6897312e-08	269.8601	100	5.644315600585938e-08	466.16498	100	9.727576e-08
478	1679327173445537.5	0.0037069646213725204	526.5095	100	1.10586086e-07	334.74564	100	7.028241e-08	236.02847	100	5.1649847167968754e-08	213.34131	100	4.4263043e-08
479	1679327173449529.2	0.03115534400692341	284.25604	100	5.905685e-08	482.98016	100	9.66909e-08	904.0881	100	1.8871191796875e-07	461.23386	100	9.646182e-08
480	1679327173477044.8	0.008258899676375404	334.00797	100	7.058055e-08	0.0	0	0.0	535.9437	100	1.1168442968750001e-07	427.73328	100	8.993808e-08
481	1679327173546187.8	0.0032346612226881485	261.56995	100	5.7296937e-08	275.15576	100	5.980156e-08	437.66504	100	9.161136547851563e-08	253.17313	100	5.028175e-08
482	1679327173589654.8	0.004626352096675941	354.04636	100	7.5147035e-08	321.77133	100	6.8160055e-08	122.73782	100	2.575735595703125e-08	212.41272	100	4.6328953e-08
483	1679327173731295.5	0.001608880481721704	183.78308	100	3.919813e-08	378.52475	100	7.9706204e-08	232.93054	100	5.1533921386718757e-08	243.67693	100	5.3741427e-08
484	1679327173812796.0	0.00318155633079998	219.0036	100	4.551001e-08	347.78125	100	7.2922056e-08	308.09653	100	6.441625732421875e-08	516.82544	100	1.087207e-07
485	1679327173834243.5	0.010620769504809405	175.3183	100	3.7113214e-08	613.3058	100	1.2885943e-07	354.07346	100	7.4106453125e-08	248.78738	100	5.2523284e-08
486	1679327173835273.5	0.12506527415143603	454.1532	100	9.484445e-08	360.24884	100	7.4698626e-08	439.1125	100	9.263813549804689e-08	505.60754	100	1.06004904e-07
487	1679327173920352.5	0.00293203443461815	454.0254	100	9.4682356e-08	315.0605	100	6.6596314e-08	151.57013	100	3.3256335937500004e-08	395.73462	100	8.2562224e-08
488	1679327174014598.8	0.0024619074849072165	237.88875	100	5.245988e-08	614.3987	100	1.2864305e-07	318.84048	100	6.634161108398438e-08	457.70078	100	1.00078985e-07
489	1679327174024737.5	0.016080140197982287	332.48178	100	6.933197e-08	453.4981	100	9.473806e-08	79.157745	100	1.70183525390625e-08	331.1136	100	6.859477e-08
490	1679327174028397.2	0.04062806673209028	459.14233	100	9.651746e-08	0.0	0	0.0	299.15033	100	6.247926635742188e-08	0.0	0	0.0
491	1679327174150506.2	0.0018848008179177048	515.20667	100	1.0848991e-07	473.83417	100	9.898679e-08	505.2216	100	1.0522309277343752e-07	111.20984	100	2.22682e-08
492	1679327174153398.2	0.017545406453888204	421.4719	100	9.201501e-08	479.3688	100	1.00926854e-07	475.9905	100	9.946200927734376e-08	257.64825	100	5.595437e-08
493	1679327174187123.0	0.0066239135937895535	186.87689	100	3.930857e-08	244.3905	100	5.075071e-08	368.0265	100	7.706307055664063e-08	210.57114	100	4.1637453e-08
494	1679327174191935.5	0.011109396698040426	383.3521	100	7.992114e-08	338.7555	100	7.0446376e-08	314.58835	100	6.509562158203124e-08	550.45276	100	1.1490096e-07
495	1679327174266268.5	0.003113101903695409	261.54895	100	5.451432e-08	384.52997	100	8.0592656e-08	345.03894	100	7.564232812500001e-08	332.3898	100	6.962366e-08
496	1679327174307194.5	0.005639349610546982	413.90417	100	8.6541796e-08	490.99603	100	1.0230636e-07	300.06024	100	6.333652880859375e-08	1075.4766	100	2.2574028e-07
497	1679327174311491.5	0.017020540041541656	190.32996	100	3.793219e-08	240.40901	100	4.985894e-08	431.32297	100	8.967559887695313e-08	245.67569	100	5.3018468e-08
498	1679327174344907.5	0.007584357351647416	276.41135	100	5.8621378e-08	429.24625	100	9.030846e-08	242.48723	100	5.207189160156251e-08	181.76666	100	3.980636e-08
499	1679327174356758.0	0.012470043462366465	278.55087	100	6.069525e-08	0.0	0	0.0	418.38467	100	8.775597631835939e-08	294.2584	100	6.096051e-08
500	1679327174383555.5	0.009568191080319649	374.21063	100	8.173382e-08	368.61746	100	7.669642e-08	331.89453	100	6.932210498046877e-08	821.5169	100	1.7119359e-07
501	1679327174388247.8	0.04676443441698287	461.99997	100	9.7155414e-08	171.51294	100	3.5895614e-08	463.79575	100	9.672114941406251e-08	249.96352	100	5.1639095e-08
503	1679327174419675.0	0.022478939027441823	325.6392	100	6.919801e-08	305.75107	100	6.4962975e-08	329.31754	100	6.949300439453126e-08	394.1549	100	8.2653614e-08
504	1679327174461564.0	0.005682950578829586	546.8551	100	1.1527994e-07	260.2835	100	5.6501968e-08	237.11504	100	4.9075912841796875e-08	0.0	0	0.0
505	1679327174477928.0	0.015372969195830664	299.66333	100	6.350296e-08	254.12053	100	5.0753535e-08	0.0	0	0.0	0.0	0	0.0
506	1679327174481441.0	0.04345696291112666	208.50708	100	4.364855e-08	68.45053	100	1.4469717e-08	306.9096	100	6.406815112304688e-08	386.10168	100	8.0555424e-08
507	1679327174520614.2	0.006481998494816829	448.39288	100	9.325335e-08	301.07736	100	6.2653086e-08	253.22289	100	5.2343486572265634e-08	169.97498	100	3.6365346e-08
508	1679327174619787.5	0.002560342340609674	436.70404	100	9.237525e-08	303.01437	100	6.4104555e-08	564.18506	100	1.1886885693359376e-07	225.64691	100	4.690755e-08
509	1679327174693426.5	0.0034868587190893374	358.99963	100	7.544967e-08	736.0907	100	1.5392718e-07	0.0	0	0.0	0.0	0	0.0
510	1679327174833013.8	0.0018037407122726108	335.5601	100	6.997496e-08	455.74173	100	9.4748565e-08	446.16815	100	9.3981572265625e-08	351.0671	100	7.415006e-08
511	1679327174869916.8	0.006931614103541389	420.0988	100	8.729555e-08	423.09225	100	8.855674e-08	408.86975	100	8.510031396484375e-08	324.78976	100	7.092577e-08
512	1679327174870461.0	0.3255295429208473	341.40906	100	7.147154e-08	126.036224	100	2.6634929e-08	353.52197	100	7.691930712890626e-08	312.9374	100	6.4776096e-08
513	1679327174915250.8	0.005633369083900564	401.7077	100	8.468313e-08	189.20392	100	3.9403904e-08	391.22653	100	8.523647753906251e-08	203.1358	100	4.2433324e-08
514	1679327174917529.5	0.08724182444061962	549.8234	100	1.1482152e-07	67.85632	100	1.3656163e-08	244.09631	100	5.045340209960938e-08	576.0181	100	1.2002191e-07
515	1679327174982623.2	0.0035797557127849986	511.70425	100	1.0725474e-07	823.2411	100	1.7207235e-07	236.1898	100	4.930540258789062e-08	272.08493	100	5.7153972e-08
